printing l1
[Gene6_UP, Gene1_UP, Gene85_UP] : 31
[Gene87_UP, Gene59_UP, Gene89_UP] : 31
[Gene28_Down, Gene41_Down, Gene99_UP] : 30
[Gene59_UP, Gene18_UP, Gene96_Down] : 31
[Gene59_UP, Gene1_UP, Gene13_Down] : 34
[Gene38_Down, Gene32_Down, Gene65_Down] : 39
[Gene72_UP, Gene96_Down, Gene11_Down] : 36
[Gene72_UP, Gene10_Down, Gene97_Down] : 31
[Gene52_Down, Gene6_UP, Gene69_Down] : 35
[Gene72_UP, Gene38_Down, Gene21_UP] : 33
[Gene41_Down, Gene38_Down, Gene89_UP] : 32
[Gene72_UP, Gene82_Down, Gene4_UP] : 30
[Gene59_UP, Gene46_UP, Gene82_Down] : 30
[Gene96_Down, Gene78_UP, Gene2_Down] : 30
[Gene87_UP, Gene97_Down, Gene82_Down] : 32
[Gene59_UP, Gene58_Down, Gene76_Down] : 31
[Gene69_Down, Gene59_UP, Gene65_Down] : 30
[Gene59_UP, Gene96_Down, Gene38_Down] : 38
[Gene28_Down, Gene16_Down, Gene13_Down] : 30
[Gene28_Down, Gene10_Down, Gene19_Down] : 30
[Gene96_Down, Gene38_Down, Gene32_Down] : 33
[Gene69_Down, Gene32_Down, Gene65_Down] : 33
[Gene96_Down, Gene57_Down, Gene13_Down] : 30
[Gene10_Down, Gene68_Down, Gene88_Down] : 33
[Gene38_Down, Gene58_Down, Gene70_Down] : 39
[Gene52_Down, Gene38_Down, Gene76_Down] : 32
[Gene58_Down, Gene76_Down, Gene32_Down] : 30
[Gene64_UP, Gene72_UP, Gene96_Down] : 30
[Gene6_UP, Gene28_Down, Gene21_UP] : 36
[Gene67_UP, Gene80_Down, Gene32_Down] : 32
[Gene47_UP, Gene71_UP, Gene1_UP] : 31
[Gene38_Down, Gene21_UP, Gene13_Down] : 32
[Gene47_UP, Gene38_Down, Gene62_UP] : 32
[Gene59_UP, Gene50_UP, Gene38_Down] : 30
[Gene38_Down, Gene60_UP, Gene1_UP] : 34
[Gene6_UP, Gene68_Down, Gene94_UP] : 32
[Gene87_UP, Gene91_UP, Gene1_UP] : 30
[Gene47_UP, Gene2_Down, Gene88_Down] : 36
[Gene52_Down, Gene67_UP, Gene88_Down] : 33
[Gene6_UP, Gene68_Down, Gene88_Down] : 31
[Gene67_UP, Gene10_Down, Gene100_Down] : 32
[Gene28_Down, Gene59_UP, Gene54_UP] : 31
[Gene3_UP, Gene59_UP, Gene82_Down] : 30
[Gene59_UP, Gene81_UP, Gene54_UP] : 31
[Gene72_UP, Gene63_UP, Gene59_UP] : 33
[Gene87_UP, Gene47_UP, Gene60_UP] : 31
[Gene28_Down, Gene23_UP, Gene13_Down] : 31
[Gene72_UP, Gene96_Down, Gene50_UP] : 34
[Gene72_UP, Gene91_UP, Gene20_Down] : 30
[Gene8_UP, Gene81_UP, Gene2_Down] : 30
[Gene74_Down, Gene1_UP, Gene54_UP] : 31
[Gene35_Down, Gene38_Down, Gene32_Down] : 30
[Gene72_UP, Gene76_Down, Gene1_UP] : 30
[Gene38_Down, Gene82_Down, Gene95_Down] : 30
[Gene41_Down, Gene86_Down, Gene88_Down] : 30
[Gene6_UP, Gene87_UP, Gene70_Down] : 36
[Gene87_UP, Gene28_Down, Gene38_Down] : 41
[Gene10_Down, Gene76_Down, Gene88_Down] : 31
[Gene28_Down, Gene76_Down, Gene70_Down] : 32
[Gene24_Down, Gene32_Down, Gene54_UP] : 31
[Gene87_UP, Gene68_Down, Gene13_Down] : 32
[Gene47_UP, Gene58_Down, Gene70_Down] : 37
[Gene38_Down, Gene1_UP, Gene56_Down] : 30
[Gene1_UP, Gene95_Down, Gene88_Down] : 31
[Gene59_UP, Gene38_Down, Gene16_Down] : 31
[Gene59_UP, Gene28_Down, Gene26_Down] : 31
[Gene84_UP, Gene1_UP, Gene70_Down] : 30
[Gene72_UP, Gene59_UP, Gene92_Down] : 33
[Gene24_Down, Gene54_UP, Gene88_Down] : 42
[Gene55_UP, Gene65_Down, Gene70_Down] : 30
[Gene28_Down, Gene82_Down, Gene21_UP] : 34
[Gene52_Down, Gene58_Down, Gene21_UP] : 32
[Gene97_Down, Gene21_UP, Gene13_Down] : 30
[Gene47_UP, Gene38_Down, Gene65_Down] : 39
[Gene10_Down, Gene5_UP, Gene88_Down] : 30
[Gene60_UP, Gene2_Down, Gene88_Down] : 30
[Gene59_UP, Gene38_Down, Gene88_Down] : 37
[Gene69_Down, Gene59_UP, Gene57_Down] : 32
[Gene59_UP, Gene58_Down, Gene68_Down] : 33
[Gene6_UP, Gene53_UP, Gene13_Down] : 30
[Gene72_UP, Gene38_Down, Gene8_UP] : 30
[Gene41_Down, Gene38_Down, Gene37_UP] : 30
[Gene72_UP, Gene74_Down, Gene82_Down] : 32
[Gene69_Down, Gene58_Down, Gene32_Down] : 34
[Gene52_Down, Gene69_Down, Gene38_Down] : 41
[Gene28_Down, Gene96_Down, Gene38_Down] : 33
[Gene28_Down, Gene76_Down, Gene58_Down] : 32
[Gene69_Down, Gene28_Down, Gene65_Down] : 30
[Gene87_UP, Gene69_Down, Gene2_Down] : 37
[Gene32_Down, Gene1_UP, Gene13_Down] : 30
[Gene6_UP, Gene72_UP, Gene11_Down] : 30
[Gene28_Down, Gene76_Down, Gene36_UP] : 30
[Gene28_Down, Gene91_UP, Gene43_UP] : 30
[Gene72_UP, Gene96_Down, Gene4_Down] : 31
[Gene72_UP, Gene98_Down, Gene2_Down] : 31
[Gene69_Down, Gene41_Down, Gene99_UP] : 30
[Gene28_Down, Gene38_Down, Gene8_UP] : 30
[Gene28_Down, Gene41_Down, Gene37_UP] : 31
[Gene6_UP, Gene47_UP, Gene99_UP] : 30
[Gene87_UP, Gene6_UP, Gene59_UP] : 35
[Gene2_Down, Gene1_UP, Gene70_Down] : 33
[Gene32_Down, Gene68_Down, Gene94_UP] : 34
[Gene47_UP, Gene41_Down, Gene91_UP] : 34
[Gene28_Down, Gene10_Down, Gene13_Down] : 37
[Gene96_Down, ALL, Gene13_Down] : 32
[Gene6_UP, Gene59_UP, Gene91_UP] : 36
[Gene87_UP, Gene6_UP, Gene63_UP] : 30
[Gene59_UP, Gene38_Down, Gene99_UP] : 35
[Gene72_UP, Gene38_Down, Gene26_UP] : 31
[Gene59_UP, Gene10_Down, Gene24_Down] : 30
[Gene47_UP, Gene41_Down, Gene32_Down] : 31
[Gene38_Down, Gene58_Down, Gene81_UP] : 30
[Gene72_UP, Gene96_Down, Gene81_UP] : 31
[Gene59_UP, Gene11_Down, Gene70_Down] : 31
[Gene87_UP, Gene10_Down, Gene1_UP] : 33
[Gene72_UP, Gene82_Down, Gene15_Down] : 32
[Gene72_UP, Gene32_Down, Gene65_Down] : 35
[Gene6_UP, Gene91_UP, Gene34_Down] : 30
[Gene96_Down, Gene97_Down, Gene88_Down] : 30
[Gene52_Down, Gene82_Down, Gene2_Down] : 30
[Gene59_UP, Gene38_Down, Gene2_Down] : 35
[Gene52_Down, Gene87_UP, Gene65_Down] : 35
[Gene72_UP, Gene97_Down, Gene21_UP] : 33
[Gene76_Down, Gene82_Down, Gene36_UP] : 30
[Gene69_Down, Gene96_Down, Gene88_Down] : 32
[Gene6_UP, Gene65_Down, Gene21_UP] : 31
[Gene38_Down, Gene66_UP, Gene32_Down] : 31
[Gene6_UP, Gene22_UP, Gene1_UP] : 30
[Gene28_Down, Gene10_Down, Gene54_UP] : 33
[Gene59_UP, Gene68_Down, Gene94_UP] : 34
[Gene87_UP, Gene72_UP, Gene94_UP] : 30
[Gene59_UP, Gene47_UP, Gene38_Down] : 38
[Gene52_Down, Gene28_Down, Gene1_UP] : 38
[Gene52_Down, Gene47_UP, Gene70_Down] : 36
[Gene72_UP, Gene2_Down, Gene1_UP] : 36
[Gene67_UP, Gene54_UP, Gene88_Down] : 31
[Gene87_UP, Gene59_UP, Gene44_Down] : 32
[Gene87_UP, Gene72_UP, Gene21_UP] : 30
[Gene72_UP, Gene28_Down, Gene91_UP] : 32
[Gene59_UP, Gene96_Down, Gene77_UP] : 34
[Gene87_UP, Gene28_Down, Gene96_Down] : 33
[Gene72_UP, Gene50_UP, Gene82_Down] : 32
[Gene97_Down, Gene16_Down, Gene13_Down] : 30
[Gene38_Down, Gene58_Down, Gene30_Down] : 32
[Gene28_Down, Gene16_Down, Gene82_Down] : 32
[Gene28_Down, Gene10_Down, Gene88_Down] : 40
[Gene10_Down, Gene94_UP, Gene1_UP] : 40
[Gene38_Down, Gene100_Down, Gene21_UP] : 30
[Gene47_UP, Gene58_Down, Gene91_UP] : 36
[Gene28_Down, Gene59_UP, Gene47_UP] : 35
[Gene47_UP, Gene24_Down, Gene1_UP] : 32
[Gene91_UP, Gene32_Down, Gene13_Down] : 31
[Gene47_UP, Gene71_UP, Gene21_UP] : 30
[Gene38_Down, Gene2_Down, Gene21_UP] : 31
[Gene87_UP, Gene24_Down, Gene8_UP] : 32
[Gene87_UP, Gene69_Down, Gene66_UP] : 30
[Gene52_Down, Gene28_Down, Gene81_UP] : 34
[Gene72_UP, Gene59_UP, Gene12_Down] : 31
[Gene38_Down, Gene99_UP, Gene2_Down] : 34
[Gene80_Down, Gene54_UP, Gene88_Down] : 37
[Gene47_UP, Gene38_Down, Gene68_Down] : 34
[Gene28_Down, Gene96_Down, Gene2_Down] : 30
[Gene96_Down, Gene78_UP, Gene32_Down] : 31
[Gene52_Down, Gene24_Down, Gene2_Down] : 32
[Gene6_UP, Gene41_Down, Gene32_Down] : 32
[Gene94_UP, Gene21_UP, Gene70_Down] : 33
[Gene38_Down, Gene88_Down, Gene70_Down] : 34
[Gene88_Down, Gene95_Down, Gene13_Down] : 30
[Gene28_Down, Gene80_Down, Gene88_Down] : 35
[Gene96_Down, Gene32_Down, Gene68_Down] : 30
[Gene28_Down, Gene41_Down, Gene32_Down] : 36
[Gene11_Down, Gene58_Down, Gene32_Down] : 32
[Gene59_UP, Gene38_Down, Gene60_UP] : 30
[Gene72_UP, Gene47_UP, Gene38_Down] : 37
[Gene72_UP, Gene82_Down, Gene32_Down] : 37
[Gene72_UP, Gene44_Down, Gene70_Down] : 32
[Gene58_Down, Gene2_Down, Gene65_Down] : 33
[Gene69_Down, Gene10_Down, Gene21_UP] : 30
[Gene41_Down, Gene38_Down, Gene21_UP] : 30
[Gene28_Down, Gene51_Down, Gene21_UP] : 31
[Gene47_UP, Gene41_Down, Gene70_Down] : 34
[Gene59_UP, Gene65_Down, Gene1_UP] : 36
[Gene72_UP, Gene59_UP, Gene24_Down] : 37
[Gene24_Down, Gene77_UP, Gene54_UP] : 31
[Gene62_UP, Gene38_Down, Gene91_UP] : 30
[Gene67_UP, Gene59_UP, Gene13_Down] : 31
[Gene38_Down, Gene2_Down, Gene54_UP] : 31
[Gene69_Down, Gene47_UP, Gene32_Down] : 33
[Gene47_UP, Gene13_Down, Gene88_Down] : 31
[Gene28_Down, Gene47_UP, Gene73_Down] : 32
[Gene59_UP, Gene80_Down, Gene16_Down] : 30
[Gene9_UP, Gene72_UP, Gene82_Down] : 32
[Gene10_Down, Gene32_Down, Gene54_UP] : 32
[Gene91_UP, Gene17_UP, Gene70_Down] : 31
[Gene87_UP, Gene21_UP, Gene70_Down] : 30
[Gene72_UP, Gene36_UP, Gene70_Down] : 30
[Gene10_Down, Gene80_Down, Gene94_UP] : 33
[Gene10_Down, Gene94_UP, Gene70_Down] : 39
[Gene67_UP, Gene72_UP, Gene96_Down] : 32
[Gene18_Down, Gene28_Down, Gene38_Down] : 31
[Gene87_UP, Gene72_UP, Gene95_Down] : 30
[Gene59_UP, Gene68_Down, Gene21_UP] : 32
[Gene96_Down, Gene38_Down, Gene78_UP] : 33
[Gene6_UP, Gene25_UP, Gene70_Down] : 30
[Gene6_UP, Gene59_UP, Gene96_Down] : 38
[Gene38_Down, Gene32_Down, Gene2_Down] : 34
[Gene75_UP, Gene24_Down, Gene54_UP] : 30
[Gene28_Down, Gene59_UP, Gene76_Down] : 32
[Gene59_UP, Gene16_Down, Gene88_Down] : 33
[Gene59_UP, Gene10_Down, Gene54_UP] : 32
[Gene47_UP, Gene10_Down, Gene66_UP] : 31
[Gene59_UP, Gene94_UP, Gene70_Down] : 31
[Gene63_UP, Gene32_Down, Gene94_UP] : 32
[Gene47_UP, Gene40_Down, Gene2_Down] : 31
[Gene82_Down, Gene48_UP, Gene13_Down] : 30
[Gene10_Down, Gene54_UP, Gene13_Down] : 30
[Gene38_Down, Gene58_Down, Gene17_UP] : 30
[Gene67_UP, Gene10_Down, Gene22_UP] : 31
[Gene10_Down, Gene68_Down, Gene94_UP] : 33
[Gene37_UP, Gene1_UP, Gene88_Down] : 30
[Gene69_Down, Gene80_Down, Gene2_Down] : 31
[Gene52_Down, Gene67_UP, Gene59_UP] : 32
[Gene52_Down, Gene6_UP, Gene41_Down] : 32
[Gene41_Down, Gene91_UP, Gene13_Down] : 30
[Gene47_UP, Gene96_Down, Gene78_UP] : 30
[Gene59_UP, Gene96_Down, Gene66_UP] : 38
[Gene72_UP, Gene10_Down, Gene2_Down] : 34
[Gene1_UP, Gene88_Down, Gene89_UP] : 32
[Gene6_UP, Gene1_UP, Gene89_UP] : 32
[Gene87_UP, Gene47_UP, Gene41_Down] : 36
[Gene38_Down, Gene91_UP, Gene49_UP] : 31
[Gene59_UP, Gene38_Down, Gene81_UP] : 30
[Gene52_Down, Gene28_Down, Gene53_UP] : 30
[Gene6_UP, Gene80_Down, Gene2_Down] : 30
[Gene47_UP, Gene38_Down, Gene37_UP] : 31
[Gene67_UP, Gene38_Down, Gene17_UP] : 30
[Gene38_Down, Gene5_UP, Gene70_Down] : 32
[Gene10_Down, Gene45_UP, Gene70_Down] : 32
[Gene59_UP, Gene38_Down, Gene95_Down] : 32
[Gene59_UP, Gene76_Down, Gene57_Down] : 30
[Gene59_UP, Gene96_Down, Gene37_Down] : 30
[Gene96_Down, Gene66_UP, Gene88_Down] : 31
[Gene52_Down, Gene47_UP, Gene91_UP] : 35
[Gene72_UP, Gene76_Down, Gene16_Down] : 31
[Gene72_UP, Gene79_Down, Gene13_Down] : 30
[Gene59_UP, Gene58_Down, Gene1_UP] : 35
[Gene59_UP, Gene97_Down, Gene82_Down] : 45
[Gene72_UP, Gene51_Down, Gene97_Down] : 30
[Gene52_Down, Gene72_UP, Gene96_Down] : 34
[Gene67_UP, Gene38_Down, Gene82_Down] : 33
[Gene67_UP, Gene32_Down, Gene88_Down] : 30
[Gene59_UP, Gene96_Down, Gene4_Down] : 31
[Gene52_Down, Gene6_UP, Gene47_UP] : 33
[Gene58_Down, Gene2_Down, Gene88_Down] : 30
[Gene6_UP, Gene69_Down, Gene32_Down] : 34
[Gene6_UP, Gene88_Down, Gene13_Down] : 33
[Gene87_UP, Gene59_UP, Gene80_Down] : 31
[Gene10_Down, Gene70_Down, Gene13_Down] : 35
[Gene87_UP, Gene85_Down, Gene59_UP] : 30
[Gene59_UP, Gene47_UP, Gene68_Down] : 31
[Gene72_UP, Gene28_Down, Gene29_Down] : 31
[Gene10_Down, Gene16_Down, Gene70_Down] : 32
[Gene87_UP, Gene72_UP, Gene70_Down] : 33
[Gene59_UP, Gene82_Down, Gene65_Down] : 31
[Gene59_UP, Gene96_Down, Gene51_Down] : 36
[Gene87_UP, Gene91_UP, Gene32_Down] : 31
[Gene10_Down, Gene38_Down, Gene16_Down] : 32
[Gene52_Down, Gene41_Down, Gene1_UP] : 36
[Gene11_Down, Gene96_Down, Gene82_Down] : 31
[Gene10_Down, Gene97_Down, Gene82_Down] : 30
[Gene72_UP, Gene69_Down, Gene13_Down] : 30
[Gene72_UP, Gene38_Down, Gene44_Down] : 31
[Gene72_UP, Gene59_UP, Gene45_UP] : 36
[Gene69_Down, Gene71_UP, Gene88_Down] : 30
[Gene59_UP, Gene45_UP, Gene13_Down] : 31
[Gene59_UP, Gene8_UP, Gene88_Down] : 39
[Gene87_UP, Gene58_Down, Gene30_Down] : 30
[Gene69_Down, Gene38_Down, Gene99_UP] : 31
[Gene59_UP, Gene48_UP, Gene88_Down] : 30
[Gene87_UP, Gene10_Down, Gene32_Down] : 34
[Gene28_Down, Gene10_Down, Gene96_Down] : 33
[Gene28_Down, Gene41_Down, Gene65_Down] : 34
[Gene69_Down, Gene41_Down, Gene24_Down] : 32
[Gene52_Down, Gene69_Down, Gene13_Down] : 32
[Gene52_Down, Gene38_Down, Gene44_Down] : 31
[Gene11_Down, Gene58_Down, Gene65_Down] : 31
[Gene28_Down, Gene94_UP, Gene88_Down] : 30
[Gene47_UP, Gene45_UP, Gene70_Down] : 31
[Gene67_UP, Gene25_UP, Gene70_Down] : 31
[Gene14_UP, Gene10_Down, Gene38_Down] : 30
[Gene38_Down, Gene100_Down, Gene94_UP] : 31
[Gene6_UP, Gene59_UP, Gene76_Down] : 30
[Gene10_Down, Gene32_Down, Gene65_Down] : 37
[Gene28_Down, Gene100_Down, Gene21_UP] : 30
[Gene87_UP, Gene6_UP, Gene94_UP] : 32
[Gene6_UP, Gene58_Down, Gene88_Down] : 31
[Gene72_UP, Gene89_UP, Gene70_Down] : 33
[Gene67_UP, Gene94_UP, Gene70_Down] : 34
[Gene67_UP, Gene68_Down, Gene2_Down] : 30
[Gene12_UP, Gene72_UP, Gene59_UP] : 31
[Gene6_UP, Gene72_UP, Gene1_UP] : 37
[Gene67_UP, Gene96_Down, Gene70_Down] : 30
[Gene28_Down, Gene1_UP, Gene89_UP] : 31
[Gene87_UP, Gene32_Down, Gene21_UP] : 31
[Gene72_UP, Gene32_Down, Gene36_UP] : 31
[Gene51_Down, Gene97_Down, Gene82_Down] : 30
[Gene52_Down, Gene96_Down, Gene82_Down] : 33
[Gene87_UP, Gene72_UP, Gene44_Down] : 33
[Gene72_UP, Gene59_UP, Gene22_UP] : 32
[Gene59_UP, Gene29_Down, Gene1_UP] : 30
[Gene10_Down, Gene41_Down, Gene2_Down] : 37
[Gene87_UP, Gene69_Down, Gene99_UP] : 30
[Gene87_UP, Gene6_UP, Gene10_Down] : 34
[Gene72_UP, Gene82_Down, Gene100_Down] : 32
[Gene59_UP, Gene10_Down, Gene45_UP] : 30
[Gene87_UP, Gene10_Down, Gene17_UP] : 30
[Gene72_UP, Gene28_Down, Gene58_Down] : 34
[Gene87_UP, Gene10_Down, Gene94_UP] : 34
[Gene41_Down, Gene24_Down, Gene8_UP] : 35
[Gene6_UP, Gene82_Down, Gene32_Down] : 31
[Gene72_UP, Gene10_Down, Gene54_UP] : 32
[Gene72_UP, Gene68_Down, Gene94_UP] : 34
[Gene87_UP, Gene80_Down, Gene8_UP] : 30
[Gene11_Down, Gene91_UP, Gene32_Down] : 31
[Gene10_Down, Gene41_Down, Gene1_UP] : 37
[Gene78_UP, Gene38_Down, Gene70_Down] : 30
[Gene67_UP, Gene47_UP, Gene65_Down] : 35
[Gene72_UP, Gene65_Down, Gene70_Down] : 35
[Gene52_Down, Gene82_Down, Gene1_UP] : 34
[Gene5_UP, Gene38_Down, Gene88_Down] : 30
[Gene59_UP, Gene19_Down, Gene16_Down] : 30
[Gene50_UP, Gene96_Down, Gene82_Down] : 31
[Gene80_Down, Gene1_UP, Gene54_UP] : 34
[Gene87_UP, Gene72_UP, Gene1_UP] : 34
[Gene10_Down, Gene2_Down, Gene1_UP] : 36
[Gene87_UP, Gene28_Down, Gene25_UP] : 30
[Gene82_Down, Gene49_Down, Gene1_UP] : 30
[Gene38_Down, Gene91_UP, Gene66_UP] : 32
[Gene63_UP, Gene38_Down, Gene94_UP] : 31
[Gene6_UP, Gene2_Down, Gene70_Down] : 33
[Gene38_Down, Gene84_UP, Gene1_UP] : 34
[Gene59_UP, Gene17_UP, Gene82_Down] : 30
[Gene87_UP, Gene24_Down, Gene38_Down] : 31
[Gene91_UP, Gene30_Down, Gene94_UP] : 33
[Gene96_Down, Gene68_Down, Gene36_UP] : 32
[Gene76_Down, Gene36_UP, Gene88_Down] : 34
[Gene58_Down, Gene68_Down, Gene94_UP] : 32
[Gene38_Down, Gene94_UP, Gene88_Down] : 32
[Gene28_Down, Gene47_UP, Gene16_Down] : 31
[Gene24_Down, Breast Cancer, Gene81_UP] : 32
[Gene47_UP, Gene30_Down, Gene1_UP] : 31
[Gene72_UP, Gene96_Down, Gene70_Down] : 36
[Gene59_UP, Gene96_Down, Gene74_UP] : 30
[Gene47_UP, Gene10_Down, Gene48_UP] : 31
[Gene10_Down, Gene41_Down, Gene66_UP] : 30
[Gene59_UP, Gene43_UP, Gene32_Down] : 30
[Gene52_Down, Gene87_UP, Gene95_Down] : 30
[Gene87_UP, Gene51_Down, Gene96_Down] : 30
[Gene64_UP, Gene59_UP, Gene82_Down] : 31
[Gene72_UP, Gene21_UP, Gene54_UP] : 30
[Gene67_UP, Gene51_Down, Gene32_Down] : 30
[Gene67_UP, Gene13_Down, Gene70_Down] : 30
[Gene28_Down, Gene60_UP, Gene32_Down] : 30
[Gene38_Down, Gene45_UP, Gene1_UP] : 30
[Gene72_UP, Gene96_Down, Gene90_Down] : 30
[Gene38_Down, Gene99_UP, Gene68_Down] : 31
[Gene67_UP, Gene10_Down, Gene80_Down] : 34
[Gene6_UP, Gene69_Down, Gene1_UP] : 33
[Gene69_Down, Gene28_Down, Gene76_Down] : 32
[Gene28_Down, Gene57_Down, Gene88_Down] : 30
[Gene69_Down, Gene16_Down, Gene88_Down] : 31
[Gene67_UP, Gene38_Down, Gene92_Down] : 30
[Gene53_UP, Gene38_Down, Gene13_Down] : 32
[Gene59_UP, Gene2_Down, Gene36_UP] : 31
[Gene47_UP, Gene38_Down, Gene89_UP] : 34
[Gene59_UP, Gene97_Down, Gene21_UP] : 30
[Gene72_UP, Gene38_Down, Gene80_Down] : 31
[Gene96_Down, Gene82_Down, Gene70_Down] : 34
[Gene72_UP, Gene80_Down, Gene36_UP] : 31
[Gene6_UP, Gene28_Down, Gene10_Down] : 37
[Gene52_Down, Gene38_Down, Gene8_UP] : 32
[Gene52_Down, Gene28_Down, Gene71_UP] : 31
[Gene53_UP, Gene10_Down, Gene38_Down] : 33
[Gene32_Down, Gene2_Down, Gene13_Down] : 30
[Gene80_Down, Gene60_UP, Gene1_UP] : 30
[Gene72_UP, Gene2_Down, Gene36_UP] : 32
[Gene28_Down, Gene96_Down, Gene41_Down] : 32
[Gene38_Down, Gene32_Down, Gene95_Down] : 32
[Gene68_Down, Gene32_Down, Gene65_Down] : 30
[Gene72_UP, Gene59_UP, Gene17_UP] : 33
[Gene69_Down, Gene76_Down, Gene1_UP] : 30
[Gene10_Down, Gene80_Down, Gene70_Down] : 31
[Gene47_UP, Gene91_UP, Gene2_Down] : 35
[Gene87_UP, Gene59_UP, Gene24_Down] : 30
[Gene52_Down, Gene5_UP, Gene38_Down] : 32
[Gene75_UP, Gene91_UP, Gene88_Down] : 31
[Gene72_UP, Gene14_UP, Gene82_Down] : 30
[Gene10_Down, Gene26_UP, Gene2_Down] : 30
[Gene72_UP, Gene59_UP, Gene2_Down] : 40
[Gene92_UP, Gene59_UP, Gene38_Down] : 30
[Gene67_UP, Gene38_Down, Gene84_UP] : 30
[Gene72_UP, Gene96_Down, Gene43_UP] : 32
[Gene96_Down, Gene82_Down, ALL] : 33
[Gene72_UP, Gene16_Down, Gene13_Down] : 35
[Gene41_Down, Gene1_UP, Gene70_Down] : 33
[Gene6_UP, Gene58_Down, Gene100_Down] : 31
[Gene41_Down, Gene91_UP, Gene1_UP] : 33
[Gene28_Down, Gene45_UP, Gene32_Down] : 31
[Gene52_Down, Gene59_UP, Gene58_Down] : 31
[Gene59_UP, Gene24_Down, Gene86_Down] : 30
[Gene59_UP, Gene97_Down, Gene13_Down] : 40
[Gene69_Down, Gene59_UP, Gene41_Down] : 32
[Gene28_Down, Gene59_UP, Gene82_Down] : 38
[Gene72_UP, Gene59_UP, Gene22_Down] : 30
[Gene38_Down, Gene45_UP, Gene32_Down] : 32
[Gene81_UP, Gene2_Down, Gene1_UP] : 30
[Gene10_Down, Gene47_UP, Gene95_Down] : 30
[Gene59_UP, Gene26_Down, Gene54_UP] : 31
[Gene87_UP, Gene88_Down, Gene89_UP] : 34
[Gene87_UP, Gene66_UP, Gene88_Down] : 31
[Gene99_UP, Gene54_UP, Gene88_Down] : 32
[Gene59_UP, Gene94_UP, Gene88_Down] : 30
[Gene72_UP, Gene21_UP, Gene70_Down] : 34
[Gene87_UP, Gene10_Down, Gene41_Down] : 37
[Gene59_UP, Gene68_Down, Gene2_Down] : 35
[Gene6_UP, Gene28_Down, Gene38_Down] : 39
[Gene67_UP, Gene2_Down, Gene65_Down] : 34
[Gene38_Down, Gene91_UP, Gene81_UP] : 30
[Gene28_Down, Gene41_Down, Gene84_UP] : 30
[Gene22_UP, Gene1_UP, Gene70_Down] : 31
[Gene28_Down, Gene59_UP, Gene10_Down] : 34
[Gene67_UP, Gene76_Down, Gene1_UP] : 31
[Gene87_UP, Gene32_Down, Gene94_UP] : 34
[Gene28_Down, Gene37_UP, Gene2_Down] : 31
[Gene11_Down, Gene38_Down, Gene91_UP] : 34
[Gene87_UP, Gene69_Down, Gene81_UP] : 30
[Gene72_UP, Gene82_Down, Gene94_UP] : 32
[Gene72_UP, Gene59_UP, Gene60_UP] : 30
[Gene80_Down, Gene8_UP, Gene95_Down] : 30
[Gene72_UP, Gene59_UP, Gene20_Down] : 33
[Gene69_Down, Gene47_UP, Gene38_Down] : 36
[Gene28_Down, Gene99_UP, Gene32_Down] : 31
[Gene47_UP, Gene99_UP, Gene70_Down] : 31
[Gene87_UP, Gene59_UP, Gene70_Down] : 33
[Gene72_UP, Gene63_UP, Gene68_Down] : 30
[Gene72_UP, Gene96_Down, Gene80_Down] : 33
[Gene72_UP, Gene10_Down, Gene13_Down] : 33
[Gene28_Down, Gene47_UP, Gene26_UP] : 31
[Gene59_UP, Gene8_UP, Gene32_Down] : 33
[Gene59_UP, Gene2_Down, Gene70_Down] : 31
[Gene47_UP, Gene26_UP, Gene2_Down] : 33
[Gene45_UP, Gene1_UP, Gene70_Down] : 30
[Gene10_Down, Gene30_Down, Gene21_UP] : 30
[Gene96_Down, Gene65_Down, Gene1_UP] : 34
[Gene73_Down, Gene1_UP, Gene88_Down] : 30
[Gene9_Down, Gene38_Down, Gene70_Down] : 30
[Gene59_UP, Gene38_Down, Gene44_Down] : 30
[Gene69_Down, Gene59_UP, Gene13_Down] : 32
[Gene59_UP, Gene96_Down, Gene56_Down] : 31
[Gene59_UP, Gene96_Down, Gene34_Down] : 33
[Gene67_UP, Gene69_Down, Gene47_UP] : 31
[Gene52_Down, Gene32_Down, Gene94_UP] : 33
[Gene72_UP, Gene29_Down, Gene1_UP] : 30
[Gene72_UP, Gene24_Down, Gene16_Down] : 33
[Gene72_UP, Gene14_UP, Gene70_Down] : 31
[Gene6_UP, Gene1_UP, Gene65_Down] : 36
[Gene87_UP, Gene13_Down, Gene70_Down] : 31
[Gene52_Down, Gene38_Down, Gene57_Down] : 30
[Gene96_Down, Gene38_Down, Gene13_Down] : 30
[Gene18_Down, Gene41_Down, Gene88_Down] : 31
[Gene69_Down, Gene54_UP, Gene88_Down] : 39
[Gene72_UP, Gene23_UP, Gene1_UP] : 33
[Gene52_Down, Gene24_Down, Gene54_UP] : 35
[Gene67_UP, Gene91_UP, Gene65_Down] : 36
[Gene28_Down, Gene10_Down, Gene79_UP] : 31
[Gene28_Down, Gene38_Down, Gene29_Down] : 32
[Gene37_UP, Gene1_UP, Gene65_Down] : 30
[Gene28_Down, Gene47_UP, Gene80_Down] : 34
[Gene47_UP, Gene38_Down, Gene70_Down] : 43
[Gene87_UP, Gene59_UP, Gene55_UP] : 32
[Gene67_UP, Gene87_UP, Gene47_UP] : 33
[Gene28_Down, Gene41_Down, Gene89_UP] : 31
